local_obj_coords,global_obj_coords,local_to_global_obj_coords,local_wrist_coords,global_wrist_coords,local_to_global_wrist_coords,global_to_local_transf,shape,orientation,hand_orient_variation,local_finger_coords,global_finger_coords,local_to_global_finger_coords,local_coord_region,total_episode_reward,success,coords_file,coords_file_idx
"[0.049048988615958106, 0.10842055304811833, 0.06363872930163407]","[-0.054907571288595025, -0.04155220397329334, 0.05498530184602247]","[-0.05490757128859502, -0.04155220397329332, 0.05498530184602248]","[-8.673617379884035e-19, 0.0, 0.0]","[-0.0006064690629404741, 0.07895790169623075, 0.027793166894275193]","[-0.0006064690629404735, 0.07895790169623076, 0.027793166894275186]","[[-0.99318443  0.0626834   0.09826232 -0.00828271]
 [-0.092866   -0.93504115 -0.34216072  0.0832823 ]
 [ 0.07043152 -0.34895393  0.93448946  0.00162296]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.2221854   0.09352315 -1.5075291 ],"[-0.04247470588919122, 0.013370830539596736, 0.007142354306190875, 0.05724828033100138, 0.01352083149434967, 0.026062594722441094, 0.05724815419774548, 0.013520831494866242, -0.02620953671486827, -0.07054736470679028, 0.035624120405137176, 0.013160287289365094, 0.08547057232912339, 0.03577412265943854, 0.03133439394221209, 0.08547056448342298, 0.035774122659470664, -0.03148070265128955]","[0.0408400987330166, 0.06130081349015737, 0.02571898543038398, -0.05688456698102666, 0.06080923980484535, 0.05314743862698741, -0.06056604732886894, 0.07904979752585874, 0.004299670187783504, 0.0670787044943262, 0.03663340080698336, 0.020969994006974177, -0.0866097811838652, 0.039930951005206786, 0.05323286528158695, -0.09103393606431665, 0.06185052525301902, -0.005467181383125564]","[0.040840098733016604, 0.06130081349015739, 0.025718985430383978, -0.05688456698102665, 0.06080923980484536, 0.053147438626987405, -0.06056604732886893, 0.07904979752585876, 0.0042996701877835, 0.0670787044943262, 0.03663340080698337, 0.02096999400697417, -0.08660978118386518, 0.0399309510052068, 0.05323286528158695, -0.09103393606431666, 0.06185052525301904, -0.005467181383125561]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[0.07048898708953555, 0.08631350404204097, 0.002638742627251719]","[-0.07131561572103574, -0.013178096765721863, 0.054978943360223714]","[-0.07131561572103573, -0.013178096765721875, 0.054978943360223714]","[-6.505213034913027e-19, -1.3877787807814457e-17, 0.0]","[-0.0011245046488168615, 0.0729601301335184, 0.046085404318905905]","[-0.0011245046488168634, 0.0729601301335184, 0.0460854043189059]","[[-0.954218   -0.00989872  0.29894819 -0.01412796]
 [-0.04298675 -0.98453882 -0.16981003  0.07960951]
 [ 0.296007   -0.1748866   0.93903915 -0.03018339]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.40740623  0.04321487 -1.27125526],"[-0.048259883621830924, 0.012060193244042443, 0.006965671466132443, 0.051463102598361676, 0.012210194198795404, 0.02588591188238267, 0.051462976465105795, 0.012210194199312005, -0.02638621955492669, -0.07633254243942997, 0.03431348310958287, 0.012983604449306654, 0.07968539459648367, 0.034463485363884286, 0.03115771110215365, 0.07968538675078325, 0.03446348536391642, -0.03165738549134797]","[0.04646940404911144, 0.06034591003181414, 0.03615129573637933, -0.04309398888782552, 0.05590220206208088, 0.08370467714581666, -0.05856678552049779, 0.06504389870363847, 0.034619061412763504, 0.07408159412564518, 0.037662109715217704, 0.029631267922541903, -0.06942031511418988, 0.03279164144826285, 0.09331327412233437, -0.08801401614243339, 0.043777160259911706, 0.034327436681791015]","[0.04646940404911145, 0.06034591003181414, 0.03615129573637933, -0.04309398888782552, 0.05590220206208088, 0.08370467714581666, -0.0585667855204978, 0.06504389870363847, 0.034619061412763504, 0.07408159412564516, 0.0376621097152177, 0.0296312679225419, -0.06942031511418989, 0.03279164144826284, 0.09331327412233437, -0.08801401614243339, 0.04377716025991169, 0.034327436681791015]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[0.0631501911858288, 0.08310248176630369, 0.04161116801522196]","[-0.06401505060647865, -0.013254304111665048, 0.054932323374397886]","[-0.06401505060647865, -0.01325430411166506, 0.05493232337439788]","[0.0, 0.0, 0.0]","[-0.0003361632397983587, 0.07664282388256204, 0.03281979054236347]","[-0.0003361632397983587, 0.07664282388256202, 0.03281979054236347]","[[-0.99301272  0.02906447  0.11437219 -0.00631507]
 [-0.06196029 -0.95326574 -0.2957116   0.08274534]
 [ 0.10043239 -0.30073192  0.94840585 -0.00804378]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.27311818  0.06265376 -1.47412351],"[-0.04550488945580543, 0.012591221862461595, 0.00706570874535048, 0.054218096764387186, 0.012741222817214591, 0.025985949161600696, 0.05421797063113131, 0.012741222817731171, -0.02628618227570867, -0.07357754827340451, 0.034844511728002014, 0.013083641728524702, 0.08244038876250918, 0.03499451398230349, 0.03125774838137168, 0.08244038091680875, 0.03499451398233561, -0.03155734821212995]","[0.044780241029033316, 0.061192583654181884, 0.030593085535943493, -0.052355041617257875, 0.058258068840458185, 0.05989833193315057, -0.05760473159571576, 0.07397796346389536, 0.010323122471431037, 0.07188232345053482, 0.03735358324908632, 0.02650924072705857, -0.08122949737513556, 0.036279636560262694, 0.06154542619587155, -0.08753816003111206, 0.055170140743829935, 0.001971220475318979]","[0.044780241029033316, 0.061192583654181884, 0.030593085535943497, -0.052355041617257875, 0.05825806884045818, 0.05989833193315056, -0.05760473159571576, 0.07397796346389536, 0.01032312247143104, 0.07188232345053482, 0.03735358324908632, 0.026509240727058573, -0.08122949737513555, 0.036279636560262694, 0.06154542619587155, -0.08753816003111206, 0.05517014074382992, 0.0019712204753189883]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[0.03271080649281005, 0.08396609259329232, 0.0021326766273299744]","[-0.030609821282035196, -0.012844814015878236, 0.05497144923020164]","[-0.030609821282035196, -0.01284481401587824, 0.05497144923020165]","[4.336808689942018e-19, 0.0, 0.0]","[0.0013375683880743599, 0.07144114804324209, 0.05527272887914897]","[0.0013375683880743603, 0.07144114804324209, 0.055272728879148976]","[[-9.87100101e-01 -1.45169180e-02  1.59444817e-01 -6.45553096e-03]
 [ 1.01643954e-16 -9.95880845e-01 -9.06716245e-02  7.61585390e-02]
 [ 1.60104312e-01 -8.95019697e-02  9.83034082e-01 -4.81550033e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",CylinderM,normal,[-1.48788596 -0.00386459 -1.41206488],"[-0.05054225226090303, 0.011743314265882793, 0.0072405587896794904, 0.04918073395928958, 0.011893315220635747, 0.02616079920592972, 0.0491806078260337, 0.011893315221152341, -0.02611133223137964, -0.07861491107850209, 0.03399660413142322, 0.01325849177285371, 0.07740302595741161, 0.034146606385724636, 0.03143259842570069, 0.07740301811171116, 0.03414660638575676, -0.03138249816780092]","[0.05238707538057317, 0.05983187977352633, 0.05326695940001251, -0.043020282324486125, 0.056541427497270716, 0.08775291303224382, -0.05138915143561057, 0.06121988805019623, 0.03636760616665391, 0.08106109675240677, 0.03753916629961368, 0.05268901073730498, -0.07003447182193803, 0.03349826398511805, 0.09541742746350551, -0.08009143187279913, 0.03912033896897358, 0.033668045381882304]","[0.05238707538057316, 0.05983187977352633, 0.05326695940001251, -0.043020282324486125, 0.056541427497270716, 0.08775291303224383, -0.051389151435610576, 0.061219888050196236, 0.03636760616665391, 0.08106109675240677, 0.03753916629961369, 0.05268901073730499, -0.07003447182193802, 0.03349826398511804, 0.09541742746350552, -0.08009143187279913, 0.03912033896897358, 0.033668045381882304]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[0.026668302154954554, 0.10514092398965964, 0.040894837050198564]","[-0.02097091637832002, -0.03882918090495296, 0.05497014330061101]","[-0.02097091637832002, -0.03882918090495298, 0.054970143300611]","[0.0, 0.0, 0.0]","[0.003052598920438689, 0.07365030257229463, 0.0404982241475917]","[0.0030525989204386902, 0.07365030257229462, 0.040498224147591695]","[[-0.99843236 -0.02993343 -0.04729504  0.00716779]
 [ 0.03998933 -0.97270586 -0.22856983  0.08077468]
 [-0.03916228 -0.23010281  0.97237802 -0.02231289]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.34665236 -0.04953239 -1.6190251 ],"[-0.0532146956138705, 0.011512411814583234, 0.007077609560258668, 0.046508290606322104, 0.01166241276933614, 0.025997849976508905, 0.04650816447306621, 0.011662412769852734, -0.026274281460800478, -0.08128735443146957, 0.03376570168012367, 0.013095542543432892, 0.07473058260444412, 0.033915703934425015, 0.03126964919627988, 0.0747305747587437, 0.03391570393445715, -0.03154544739722177]","[0.05636707116827548, 0.062416432867810956, 0.047265737173085944, -0.043934546214648706, 0.05493187416757956, 0.06091267491750799, -0.04188732437677832, 0.0669598423162471, 0.010084409257774509, 0.08504994030446336, 0.04022609523309239, 0.049358709722494294, -0.07142915708290598, 0.031228121570258636, 0.05961765123927916, -0.06896916678265155, 0.045682052095924, -0.0014623675895726863]","[0.05636707116827548, 0.062416432867810935, 0.04726573717308593, -0.04393454621464871, 0.054931874167579546, 0.06091267491750799, -0.04188732437677833, 0.06695984231624708, 0.010084409257774499, 0.08504994030446338, 0.04022609523309237, 0.04935870972249429, -0.07142915708290598, 0.03122812157025863, 0.059617651239279146, -0.06896916678265155, 0.04568205209592399, -0.0014623675895726919]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.013625789510408833, 0.06362581044528223, -0.0522628299943667]","[0.004656069426391031, 0.0015695828094280909, 0.05498486439905277]","[0.004656069426391026, 0.001569582809428094, 0.05498486439905278]","[0.0, 0.0, 3.469446951953614e-18]","[-0.0008532793455730252, 0.07698553938568825, 0.09030327126314457]","[-0.0008532793455730268, 0.07698553938568825, 0.09030327126314457]","[[-0.98522454  0.14858849 -0.08517086 -0.00458863]
 [-0.16425233 -0.96062118  0.22411632  0.05357535]
 [-0.04851582  0.23479441  0.97083356 -0.10578662]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.80167374  0.16528711 -1.62704144],"[-0.03531424299916147, 0.016093996462320743, 0.007184377679499202, 0.06440874322103113, 0.01624399741707365, 0.02610461809574943, 0.0644086170877752, 0.016243997417590236, -0.026167513341559923, -0.06338690181676053, 0.03834728632786119, 0.013202310662673411, 0.09263103521915318, 0.03849728858216252, 0.031376417315520426, 0.09263102737345269, 0.038497288582194644, -0.031438679277981205]","[0.03094714688855494, 0.05796486727849608, 0.10389277777711232, -0.06824495502204908, 0.07708082746767338, 0.1138013075858172, -0.06570880518588587, 0.06480760468158316, 0.06305377886306283, 0.05465789943454113, 0.03382958883421446, 0.11711348685185821, -0.09996117019631634, 0.06113514132817792, 0.12150295603789195, -0.09691363625030516, 0.04638650687891445, 0.06051995284207591]","[0.030947146888554933, 0.05796486727849608, 0.10389277777711234, -0.06824495502204907, 0.07708082746767336, 0.1138013075858172, -0.06570880518588586, 0.06480760468158316, 0.06305377886306285, 0.05465789943454112, 0.03382958883421447, 0.11711348685185823, -0.09996117019631634, 0.06113514132817792, 0.12150295603789196, -0.09691363625030515, 0.04638650687891445, 0.06051995284207592]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.07750028738970596, 0.08410264293363595, 0.04064702152080521]","[0.070166627382498, -0.022613693249274123, 0.05497072884829536]","[0.070166627382498, -0.02261369324927412, 0.05497072884829535]","[1.734723475976807e-18, 0.0, -1.734723475976807e-18]","[-0.001048383439780096, 0.07504939654516712, 0.043922082876584445]","[-0.0010483834397800968, 0.07504939654516714, 0.043922082876584445]","[[-0.9822555   0.09555289  0.16138083 -0.01528915]
 [-0.12566687 -0.97406988 -0.18813745  0.081235  ]
 [ 0.13921913 -0.20507927  0.96879334 -0.02701439]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.38382087  0.12699552 -1.43794259],"[-0.03943668966821505, 0.014371481845488386, 0.006645912329872968, 0.06028629655197754, 0.014521482800241292, 0.025566152746123207, 0.060286170418721655, 0.014521482800757879, -0.026705978691186155, -0.06750934848581411, 0.036624771711028827, 0.012663845313047185, 0.08850858855009956, 0.03677477396533017, 0.030837951965894173, 0.08850858070439914, 0.0367747739653623, -0.031977144627607444]","[0.03680774099220542, 0.05591934026087271, 0.04129245882200626, -0.05853050179266152, 0.06142189954336253, 0.07568741895287877, -0.06580765837866054, 0.07214181813898252, 0.02504650602329794, 0.062423574717657075, 0.03032650373048665, 0.03840552598627674, -0.08831456954492055, 0.041361223721536104, 0.0811625622404554, -0.09705962471963407, 0.054243297236771945, 0.020307714019543083]","[0.03680774099220543, 0.05591934026087271, 0.04129245882200625, -0.05853050179266153, 0.06142189954336254, 0.07568741895287875, -0.06580765837866054, 0.07214181813898253, 0.02504650602329794, 0.06242357471765708, 0.030326503730486655, 0.03840552598627672, -0.08831456954492055, 0.04136122372153611, 0.08116256224045539, -0.09705962471963409, 0.05424329723677194, 0.02030771401954308]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[0.03914622264764243, 0.08565505259101716, 0.0029437903218748115]","[-0.03610303031458634, -0.014839564908464425, 0.0549725203749576]","[-0.03610303031458634, -0.014839564908464428, 0.05497252037495759]","[0.0, 0.0, -3.469446951953614e-18]","[0.002150637553464258, 0.07122490278900645, 0.05770106907339339]","[0.0021506375534642574, 0.07122490278900644, 0.05770106907339338]","[[-0.99989172 -0.01073789  0.01006175  0.00233464]
 [ 0.00999983 -0.99744511 -0.07073366  0.07510283]
 [ 0.01079558 -0.07062539  0.99744449 -0.05254654]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.50255173 -0.01102537 -1.56774289],"[-0.050841512616024265, 0.011709982891832948, 0.007189242829889436, 0.04888147360416835, 0.01185998384658589, 0.026109483246139674, 0.04888134747091244, 0.01185998384710249, -0.026162648191169688, -0.07891417143362334, 0.033963272757373375, 0.013207175813063667, 0.07710376560229036, 0.03411327501167478, 0.03138128246591065, 0.07710375775658991, 0.03411327501170693, -0.03143381412759098]","[0.05318135513518159, 0.05958302504811744, 0.06353209493859845, -0.04632507853345584, 0.057026343570519854, 0.0833967624852509, -0.046889260247167025, 0.060718084603143034, 0.031258211755898865, 0.08153847059547836, 0.037263012080259866, 0.0676781321074056, -0.07426487340374092, 0.03415453633901493, 0.08736499847751912, -0.07494299078706528, 0.03859087712986026, 0.02471042643961501]","[0.05318135513518159, 0.059583025048117425, 0.06353209493859843, -0.046325078533455855, 0.057026343570519854, 0.08339676248525088, -0.046889260247167025, 0.06071808460314303, 0.03125821175589886, 0.08153847059547838, 0.03726301208025985, 0.06767813210740559, -0.07426487340374094, 0.034154536339014926, 0.08736499847751912, -0.07494299078706528, 0.03859087712986024, 0.024710426439615005]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[-0.0971458806434666, 0.08965917439469852, 0.06385196811364818]","[0.08784487826476206, -0.03669547321280237, 0.05497380092185847]","[0.08784487826476206, -0.036695473212802365, 0.05497380092185847]","[0.0, 1.3877787807814457e-17, 0.0]","[-0.0024200601970568655, 0.07757589361813276, 0.03633354560724793]","[-0.0024200601970568655, 0.07757589361813276, 0.03633354560724793]","[[-0.97417568  0.11254503  0.19574312 -0.01820039]
 [-0.16129234 -0.95353438 -0.25447392  0.08282688]
 [ 0.15800801 -0.27947417  0.94706265 -0.0123473 ]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.31222978  0.16294824 -1.41927815],"[-0.03704204805933846, 0.015321353512709385, 0.006500738086323017, 0.06268093816085414, 0.015471354467462353, 0.02542097850257324, 0.06268081202759826, 0.015471354467978954, -0.026851152934736118, -0.0651147068769375, 0.03757464337824981, 0.012518671069497235, 0.09090323015897614, 0.03772464563255124, 0.030692777722344227, 0.09090322231327572, 0.037724645632583376, -0.032122318871157414]","[0.03222135375578031, 0.05698076946375133, 0.03134054110369345, -0.061960998195192414, 0.06277334680807616, 0.06874111071247052, -0.0702202909641724, 0.07738204295837527, 0.019236102836905383, 0.05693065155893802, 0.030920197472184736, 0.025881989110142174, -0.09221076750042909, 0.043257015814122425, 0.07359527200289596, -0.10213604848191679, 0.06081221167336356, 0.014105438788865141]","[0.032221353755780315, 0.05698076946375134, 0.031340541103693456, -0.061960998195192414, 0.06277334680807617, 0.06874111071247051, -0.07022029096417241, 0.07738204295837528, 0.01923610283690539, 0.056930651558938034, 0.03092019747218476, 0.02588198911014218, -0.0922107675004291, 0.04325701581412243, 0.07359527200289595, -0.10213604848191679, 0.060812211673363585, 0.014105438788865141]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
"[0.041529730813662825, 0.06149986664019958, -0.04592146366984228]","[-0.045591930573608774, 0.00787358280942786, 0.05498486439905286]","[-0.04559193057360878, 0.007873582809427848, 0.05498486439905287]","[-4.336808689942018e-19, 0.0, 0.0]","[0.0015620462746216077, 0.07410587690690651, 0.08669477846042996]","[0.0015620462746216074, 0.0741058769069065, 0.08669477846042997]","[[-0.99718575  0.06973285  0.02753008 -0.00599668]
 [-0.06295833 -0.97827986  0.19749623  0.05547274]
 [ 0.0407041   0.19520718  0.979917   -0.09948327]
 [ 0.          0.          0.          1.        ]]",CylinderM,normal,[-1.77770039  0.06304279 -1.53102257],"[-0.043545664994587535, 0.013071868855683656, 0.00695608392021098, 0.056177321225605065, 0.013221869810436632, 0.025876324336461212, 0.05617719509234919, 0.013221869810953218, -0.026395807100848153, -0.07161832381218661, 0.03532515872122409, 0.012974016903385196, 0.08439961322372709, 0.03547516097552554, 0.031148123556232185, 0.08439960537802667, 0.03547516097555765, -0.031666973037269466]","[0.044445321032524535, 0.059639245161694346, 0.09489399248938918, -0.05423633244488274, 0.07013983693708166, 0.116209264425244, -0.05636389673988743, 0.05993593263089979, 0.06498691059318977, 0.07128290092853468, 0.03708645714036865, 0.10441316567352044, -0.08356564620974295, 0.05136700423495201, 0.1265470933433146, -0.08612247036901394, 0.0391050456526415, 0.06499351195282788]","[0.044445321032524535, 0.059639245161694346, 0.09489399248938918, -0.05423633244488275, 0.07013983693708166, 0.11620926442524401, -0.05636389673988743, 0.059935932630899774, 0.06498691059318978, 0.07128290092853468, 0.03708645714036864, 0.10441316567352045, -0.08356564620974297, 0.051367004234951996, 0.1265470933433146, -0.08612247036901394, 0.0391050456526415, 0.06499351195282788]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/CylinderM.txt,0
